CV_ID,Resume_Text,Skills,Education,Experience_Years,Job_ID,Job_Title,Required_Skills_For_The_Job,Job_Fit_Score,Outcome
cv1265,"Experienced professional skilled in Communication, Machine Learning, Agile, Scrum.","Communication, Machine Learning, Agile, Scrum",M.Tech,10,Job_347,Frontend Developer,"React, Machine Learning, SQL, Java, C++",0.52,Shortlisted
cv1266,"Experienced professional skilled in Communication, Node.js, C++, Deep Learning, Scrum.","Communication, Node.js, C++, Deep Learning, Scrum",B.Sc,10,Job_330,Backend Developer,"Agile, C++",0.7,Shortlisted
cv1267,"Experienced professional skilled in Node.js, Machine Learning, Python.","Node.js, Machine Learning, Python",B.Tech,8,Job_126,Project Manager,"Scrum, Java, Leadership",0.32,Rejected
cv1268,"Experienced professional skilled in Python, Scrum, Node.js.","Python, Scrum, Node.js",B.Sc,2,Job_354,Backend Developer,"C++, Deep Learning, SQL",0.08,Rejected
cv1269,"Experienced professional skilled in SQL, Scrum, Project Management, Machine Learning, React.","SQL, Scrum, Project Management, Machine Learning, React",B.Sc,1,Job_58,Project Manager,"C++, Java, Agile, SQL",0.19,Rejected
cv1270,"Experienced professional skilled in Communication, Scrum, Node.js.","Communication, Scrum, Node.js",M.Sc,1,Job_22,Software Engineer,"Node.js, Project Management, Leadership",0.24,Rejected
cv1271,"Experienced professional skilled in React, Java, Project Management, C++, Agile.","React, Java, Project Management, C++, Agile",M.Tech,11,Job_153,Machine Learning Engineer,"Machine Learning, SQL",0.4,Rejected
cv1272,"Experienced professional skilled in Leadership, Python, React, Deep Learning.","Leadership, Python, React, Deep Learning",MBA,1,Job_438,Data Scientist,"Machine Learning, SQL, Communication, Java",0.04,Rejected
cv1273,"Experienced professional skilled in C++, SQL, Deep Learning.","C++, SQL, Deep Learning",B.Sc,2,Job_336,Backend Developer,"Project Management, Communication",0.08,Rejected
cv1274,"Experienced professional skilled in Deep Learning, Agile, React.","Deep Learning, Agile, React",B.Tech,6,Job_36,Frontend Developer,"SQL, Leadership",0.24,Rejected
cv1275,"Experienced professional skilled in Python, Java, Deep Learning.","Python, Java, Deep Learning",B.Sc,15,Job_8,Software Engineer,"Leadership, Project Management, C++, Communication",0.4,Rejected
cv1276,"Experienced professional skilled in Machine Learning, Java, React.","Machine Learning, Java, React",M.Sc,1,Job_254,Data Scientist,"SQL, Machine Learning, React",0.44,Rejected
cv1277,"Experienced professional skilled in React, Scrum, Leadership, SQL, Python.","React, Scrum, Leadership, SQL, Python",B.Tech,13,Job_244,Frontend Developer,"Python, C++, Deep Learning, Communication, Agile",0.52,Shortlisted
cv1278,"Experienced professional skilled in Deep Learning, Java, Machine Learning, Scrum, Leadership, C++.","Deep Learning, Java, Machine Learning, Scrum, Leadership, C++",B.Sc,2,Job_251,Project Manager,"Node.js, Deep Learning, Machine Learning, Leadership",0.53,Shortlisted
cv1279,"Experienced professional skilled in Deep Learning, Communication, React.","Deep Learning, Communication, React",B.Tech,8,Job_107,Software Engineer,"Node.js, Project Management, Deep Learning, React",0.62,Shortlisted
cv1280,"Experienced professional skilled in React, Java, C++.","React, Java, C++",M.Tech,14,Job_240,Backend Developer,"Python, C++, React",0.8,Hired
cv1281,"Experienced professional skilled in Machine Learning, Scrum, React, Python, Communication, Java.","Machine Learning, Scrum, React, Python, Communication, Java",M.Tech,3,Job_436,Software Engineer,"Project Management, Node.js, Python, React, Java",0.48,Rejected
cv1282,"Experienced professional skilled in Agile, Scrum, Machine Learning, Deep Learning.","Agile, Scrum, Machine Learning, Deep Learning",B.Sc,7,Job_489,Backend Developer,"Deep Learning, Java, Leadership, Python, SQL",0.4,Rejected
cv1283,"Experienced professional skilled in SQL, Agile, Java, Machine Learning.","SQL, Agile, Java, Machine Learning",M.Sc,7,Job_413,Software Engineer,"Java, C++, Communication, Scrum",0.43,Rejected
cv1284,"Experienced professional skilled in React, Leadership, Node.js, Communication, Agile.","React, Leadership, Node.js, Communication, Agile",M.Sc,11,Job_485,Backend Developer,"Agile, Python, Java",0.6,Shortlisted
cv1285,"Experienced professional skilled in Project Management, Deep Learning, Java, Communication.","Project Management, Deep Learning, Java, Communication",M.Tech,11,Job_17,Software Engineer,"Agile, Deep Learning, React, Communication",0.7,Shortlisted
cv1286,"Experienced professional skilled in Python, C++, Java, Agile, Node.js, Communication.","Python, C++, Java, Agile, Node.js, Communication",MBA,7,Job_480,Backend Developer,"Machine Learning, Deep Learning, Project Management, SQL",0.28,Rejected
cv1287,"Experienced professional skilled in Java, Scrum, Agile, SQL, Leadership.","Java, Scrum, Agile, SQL, Leadership",M.Sc,2,Job_398,Data Scientist,"Scrum, React",0.38,Rejected
cv1288,"Experienced professional skilled in Project Management, Scrum, SQL.","Project Management, Scrum, SQL",MBA,4,Job_278,Frontend Developer,"Communication, Project Management, Scrum",0.56,Shortlisted
cv1289,"Experienced professional skilled in Project Management, Python, React, Deep Learning, Node.js.","Project Management, Python, React, Deep Learning, Node.js",M.Sc,8,Job_242,Data Scientist,"Communication, Node.js, Agile",0.52,Shortlisted
cv1290,"Experienced professional skilled in React, Python, Agile, C++.","React, Python, Agile, C++",B.Tech,15,Job_135,Backend Developer,"Project Management, Leadership, SQL, Deep Learning, Python",0.52,Shortlisted
cv1291,"Experienced professional skilled in Node.js, Scrum, Agile.","Node.js, Scrum, Agile",B.Sc,4,Job_435,Data Scientist,"Python, Leadership",0.16,Rejected
cv1292,"Experienced professional skilled in Python, Project Management, Machine Learning.","Python, Project Management, Machine Learning",B.Sc,14,Job_246,Backend Developer,"Project Management, Machine Learning, C++, SQL",0.7,Shortlisted
cv1293,"Experienced professional skilled in Communication, Scrum, Project Management.","Communication, Scrum, Project Management",MBA,5,Job_37,Data Scientist,"C++, SQL, Deep Learning, React, Project Management",0.32,Rejected
cv1294,"Experienced professional skilled in Machine Learning, Communication, Deep Learning, Node.js, Leadership.","Machine Learning, Communication, Deep Learning, Node.js, Leadership",B.Tech,2,Job_352,Frontend Developer,"Scrum, Communication, Java",0.28,Rejected
cv1295,"Experienced professional skilled in Machine Learning, Leadership, SQL, Project Management.","Machine Learning, Leadership, SQL, Project Management",B.Sc,9,Job_61,Software Engineer,"Machine Learning, React",0.66,Shortlisted
cv1296,"Experienced professional skilled in React, Node.js, Deep Learning.","React, Node.js, Deep Learning",B.Tech,11,Job_254,Data Scientist,"Python, Project Management, C++",0.4,Rejected
cv1297,"Experienced professional skilled in Agile, SQL, Project Management, Scrum, Leadership, Communication.","Agile, SQL, Project Management, Scrum, Leadership, Communication",B.Sc,15,Job_265,Machine Learning Engineer,"Project Management, Leadership, SQL",1,Hired
cv1298,"Experienced professional skilled in Agile, Scrum, Machine Learning, Deep Learning, Leadership.","Agile, Scrum, Machine Learning, Deep Learning, Leadership",B.Tech,4,Job_372,Machine Learning Engineer,"Communication, C++, Agile",0.36,Rejected
cv1299,"Experienced professional skilled in SQL, Java, Python.","SQL, Java, Python",MBA,13,Job_51,Frontend Developer,"Agile, SQL, Leadership",0.6,Shortlisted
cv1300,"Experienced professional skilled in SQL, Agile, Machine Learning, C++, Scrum.","SQL, Agile, Machine Learning, C++, Scrum",M.Sc,10,Job_158,Project Manager,"Leadership, Node.js, Java, Project Management",0.4,Rejected
cv1301,"Experienced professional skilled in Deep Learning, Communication, React, Leadership, Python, Scrum.","Deep Learning, Communication, React, Leadership, Python, Scrum",M.Sc,8,Job_54,Data Scientist,"Node.js, Python, SQL",0.52,Shortlisted
cv1302,"Experienced professional skilled in Deep Learning, Agile, React, Communication, C++, Machine Learning.","Deep Learning, Agile, React, Communication, C++, Machine Learning",B.Tech,10,Job_475,Data Scientist,"Python, C++, Java, React",0.7,Shortlisted
cv1303,"Experienced professional skilled in Machine Learning, Communication, Project Management, C++.","Machine Learning, Communication, Project Management, C++",B.Sc,15,Job_498,Data Scientist,"Agile, Node.js, Communication, SQL, Machine Learning",0.64,Shortlisted
cv1304,"Experienced professional skilled in SQL, Python, Agile, C++, Machine Learning, React.","SQL, Python, Agile, C++, Machine Learning, React",B.Tech,5,Job_81,Backend Developer,"Communication, Leadership, SQL",0.4,Rejected
cv1305,"Experienced professional skilled in Deep Learning, SQL, Leadership, Agile, Communication, C++.","Deep Learning, SQL, Leadership, Agile, Communication, C++",M.Tech,4,Job_436,Project Manager,"Project Management, Node.js, React, Java, C++",0.28,Rejected
cv1306,"Experienced professional skilled in C++, Python, Communication.","C++, Python, Communication",B.Tech,9,Job_494,Project Manager,"Scrum, Communication",0.66,Shortlisted
cv1307,"Experienced professional skilled in Java, React, Communication, Agile.","Java, React, Communication, Agile",M.Sc,4,Job_47,Project Manager,"Leadership, Agile",0.46,Rejected
cv1308,"Experienced professional skilled in Machine Learning, React, Communication, Node.js, Agile, SQL.","Machine Learning, React, Communication, Node.js, Agile, SQL",M.Sc,14,Job_183,Project Manager,"Scrum, Leadership",0.4,Rejected
cv1309,"Experienced professional skilled in Leadership, C++, Deep Learning, React.","Leadership, C++, Deep Learning, React",M.Sc,14,Job_365,Frontend Developer,"C++, React, Machine Learning",0.8,Hired
cv1310,"Experienced professional skilled in Communication, C++, SQL.","Communication, C++, SQL",MBA,5,Job_472,Frontend Developer,"Node.js, Leadership, React, C++, Java",0.32,Rejected
cv1311,"Experienced professional skilled in Leadership, Agile, Deep Learning, Java.","Leadership, Agile, Deep Learning, Java",B.Tech,8,Job_431,Project Manager,"C++, Python, Leadership, Deep Learning",0.62,Shortlisted
cv1312,"Experienced professional skilled in Java, Project Management, Node.js, Communication, Deep Learning.","Java, Project Management, Node.js, Communication, Deep Learning",B.Tech,10,Job_158,Project Manager,"Java, Scrum, Communication, Python",0.7,Shortlisted
cv1313,"Experienced professional skilled in Communication, Agile, React, Project Management, Java.","Communication, Agile, React, Project Management, Java",M.Sc,12,Job_67,Machine Learning Engineer,"Communication, React",1,Hired
cv1314,"Experienced professional skilled in Python, Java, Project Management.","Python, Java, Project Management",B.Tech,14,Job_54,Machine Learning Engineer,"Project Management, Python",1,Hired
cv1315,"Experienced professional skilled in Node.js, Project Management, Leadership, Agile.","Node.js, Project Management, Leadership, Agile",B.Tech,11,Job_492,Backend Developer,"Communication, React, Node.js, Scrum",0.55,Shortlisted
cv1316,"Experienced professional skilled in Node.js, Project Management, Scrum, Python, React.","Node.js, Project Management, Scrum, Python, React",B.Tech,2,Job_43,Data Scientist,"React, Python, Node.js, Machine Learning, Deep Learning",0.44,Rejected
cv1317,"Experienced professional skilled in C++, Scrum, Machine Learning, Node.js.","C++, Scrum, Machine Learning, Node.js",MBA,13,Job_364,Machine Learning Engineer,"Deep Learning, SQL, Java, Scrum, Node.js",0.64,Shortlisted
cv1318,"Experienced professional skilled in Deep Learning, Agile, Python, Machine Learning, Leadership.","Deep Learning, Agile, Python, Machine Learning, Leadership",M.Tech,5,Job_85,Frontend Developer,"Deep Learning, Node.js, Agile, Leadership",0.65,Shortlisted
cv1319,"Experienced professional skilled in C++, Machine Learning, SQL, Leadership, Communication.","C++, Machine Learning, SQL, Leadership, Communication",M.Tech,9,Job_426,Backend Developer,"C++, Leadership, Java",0.76,Hired
cv1320,"Experienced professional skilled in Scrum, Leadership, Machine Learning, Communication.","Scrum, Leadership, Machine Learning, Communication",MBA,6,Job_141,Machine Learning Engineer,"Scrum, Node.js",0.54,Shortlisted
cv1321,"Experienced professional skilled in Leadership, Machine Learning, C++.","Leadership, Machine Learning, C++",B.Sc,3,Job_49,Project Manager,"Leadership, Node.js, Communication, C++, Python",0.36,Rejected
cv1322,"Experienced professional skilled in Deep Learning, React, Scrum, Communication.","Deep Learning, React, Scrum, Communication",M.Sc,13,Job_30,Frontend Developer,"Leadership, Deep Learning, Communication",0.8,Hired
cv1323,"Experienced professional skilled in Python, Java, Communication.","Python, Java, Communication",MBA,14,Job_80,Backend Developer,"Agile, SQL",0.4,Rejected
cv1324,"Experienced professional skilled in Node.js, React, Scrum, Project Management.","Node.js, React, Scrum, Project Management",M.Tech,12,Job_315,Frontend Developer,"Communication, Java, Machine Learning, C++, Node.js",0.52,Shortlisted
cv1325,"Experienced professional skilled in SQL, Communication, Deep Learning, Python, C++.","SQL, Communication, Deep Learning, Python, C++",M.Tech,3,Job_169,Machine Learning Engineer,"Communication, Leadership, Agile, Deep Learning, Project Management",0.36,Rejected
cv1326,"Experienced professional skilled in Scrum, Node.js, Python, Project Management, Deep Learning, C++.","Scrum, Node.js, Python, Project Management, Deep Learning, C++",B.Tech,10,Job_475,Project Manager,"Scrum, Machine Learning, React, Deep Learning",0.7,Shortlisted
cv1327,"Experienced professional skilled in React, Communication, Leadership, Project Management, Scrum, Python.","React, Communication, Leadership, Project Management, Scrum, Python",B.Sc,6,Job_163,Software Engineer,"SQL, Machine Learning, Agile, React",0.39,Rejected
cv1328,"Experienced professional skilled in Agile, Deep Learning, Node.js.","Agile, Deep Learning, Node.js",M.Sc,13,Job_361,Backend Developer,"C++, Node.js, React",0.6,Shortlisted
cv1329,"Experienced professional skilled in Agile, Deep Learning, Node.js, Machine Learning, SQL, Communication.","Agile, Deep Learning, Node.js, Machine Learning, SQL, Communication",B.Sc,6,Job_2,Project Manager,"Node.js, Agile, Scrum",0.64,Shortlisted
cv1330,"Experienced professional skilled in SQL, Scrum, React.","SQL, Scrum, React",B.Sc,7,Job_173,Frontend Developer,"Project Management, Communication, Node.js, React",0.43,Rejected
cv1331,"Experienced professional skilled in C++, Python, Leadership.","C++, Python, Leadership",MBA,15,Job_499,Backend Developer,"Scrum, Python, Machine Learning, C++",0.7,Shortlisted
cv1332,"Experienced professional skilled in Project Management, Deep Learning, Machine Learning.","Project Management, Deep Learning, Machine Learning",B.Sc,13,Job_224,Data Scientist,"Java, Agile, React",0.4,Rejected
cv1333,"Experienced professional skilled in Java, Agile, Node.js.","Java, Agile, Node.js",MBA,8,Job_83,Frontend Developer,"Machine Learning, Java, Node.js, Leadership",0.62,Shortlisted
cv1334,"Experienced professional skilled in Python, Machine Learning, Node.js, React.","Python, Machine Learning, Node.js, React",M.Sc,3,Job_330,Data Scientist,"Machine Learning, SQL, Scrum, Communication",0.27,Rejected
cv1335,"Experienced professional skilled in React, Leadership, Node.js, Communication, Java, C++.","React, Leadership, Node.js, Communication, Java, C++",M.Sc,4,Job_146,Machine Learning Engineer,"Java, Agile",0.46,Rejected
cv1336,"Experienced professional skilled in SQL, Leadership, Python, React, Node.js.","SQL, Leadership, Python, React, Node.js",MBA,13,Job_78,Frontend Developer,"Project Management, Python, Deep Learning",0.6,Shortlisted
cv1337,"Experienced professional skilled in Agile, React, Machine Learning, Scrum, C++.","Agile, React, Machine Learning, Scrum, C++",B.Tech,12,Job_380,Software Engineer,"Leadership, Java, Node.js",0.4,Rejected
cv1338,"Experienced professional skilled in C++, Project Management, Agile.","C++, Project Management, Agile",B.Tech,11,Job_159,Software Engineer,"Project Management, C++, Node.js, Deep Learning, React",0.64,Shortlisted
cv1339,"Experienced professional skilled in Project Management, Scrum, Communication, Machine Learning, React, SQL.","Project Management, Scrum, Communication, Machine Learning, React, SQL",B.Sc,12,Job_162,Software Engineer,"Java, Communication, Node.js",0.6,Shortlisted
cv1340,"Experienced professional skilled in Deep Learning, SQL, Python, Communication, React, Scrum.","Deep Learning, SQL, Python, Communication, React, Scrum",M.Sc,7,Job_419,Machine Learning Engineer,"React, Python, Communication",0.88,Hired
cv1341,"Experienced professional skilled in Leadership, C++, React, Communication.","Leadership, C++, React, Communication",B.Tech,15,Job_335,Data Scientist,"SQL, Machine Learning",0.4,Rejected
cv1342,"Experienced professional skilled in Java, Scrum, SQL, Leadership.","Java, Scrum, SQL, Leadership",M.Tech,15,Job_92,Machine Learning Engineer,"Deep Learning, Agile",0.4,Rejected
cv1343,"Experienced professional skilled in C++, Leadership, Communication, SQL, Agile, Node.js.","C++, Leadership, Communication, SQL, Agile, Node.js",M.Sc,1,Job_471,Backend Developer,"Agile, Leadership, Machine Learning, React",0.34,Rejected
cv1344,"Experienced professional skilled in Leadership, Machine Learning, React.","Leadership, Machine Learning, React",M.Sc,14,Job_182,Software Engineer,"React, Java, Leadership, Machine Learning, SQL",0.76,Hired
cv1345,"Experienced professional skilled in Java, React, Agile, SQL.","Java, React, Agile, SQL",B.Sc,12,Job_406,Software Engineer,"C++, Deep Learning, Scrum, Project Management",0.4,Rejected
cv1346,"Experienced professional skilled in React, Agile, Project Management, Deep Learning.","React, Agile, Project Management, Deep Learning",B.Sc,3,Job_283,Software Engineer,"Agile, Scrum, Node.js, C++, Communication",0.24,Rejected
cv1347,"Experienced professional skilled in React, C++, Node.js.","React, C++, Node.js",B.Tech,11,Job_323,Project Manager,"C++, Leadership, Python",0.6,Shortlisted
cv1348,"Experienced professional skilled in C++, Deep Learning, Project Management, React.","C++, Deep Learning, Project Management, React",M.Sc,8,Job_486,Frontend Developer,"React, Leadership, Communication",0.52,Shortlisted
cv1349,"Experienced professional skilled in Python, C++, Node.js.","Python, C++, Node.js",M.Sc,11,Job_183,Frontend Developer,"Agile, Node.js, Deep Learning",0.6,Shortlisted
cv1350,"Experienced professional skilled in Agile, Machine Learning, C++, Scrum, Node.js.","Agile, Machine Learning, C++, Scrum, Node.js",MBA,9,Job_470,Frontend Developer,"SQL, React, Java, Deep Learning",0.36,Rejected
cv1351,"Experienced professional skilled in Deep Learning, Project Management, Java, Communication, Machine Learning.","Deep Learning, Project Management, Java, Communication, Machine Learning",B.Tech,3,Job_446,Frontend Developer,"Scrum, React",0.12,Rejected
cv1352,"Experienced professional skilled in Project Management, Deep Learning, Agile.","Project Management, Deep Learning, Agile",B.Sc,9,Job_26,Data Scientist,"C++, SQL",0.36,Rejected
cv1353,"Experienced professional skilled in Python, React, SQL, Deep Learning.","Python, React, SQL, Deep Learning",M.Tech,13,Job_262,Backend Developer,"C++, Deep Learning, SQL, Node.js, Project Management",0.64,Shortlisted
cv1354,"Experienced professional skilled in C++, Leadership, Agile, Java, Node.js, Communication.","C++, Leadership, Agile, Java, Node.js, Communication",B.Tech,14,Job_171,Software Engineer,"React, C++, Java, Project Management, Node.js",0.76,Hired
cv1355,"Experienced professional skilled in Machine Learning, Leadership, Deep Learning, React, C++.","Machine Learning, Leadership, Deep Learning, React, C++",MBA,13,Job_492,Frontend Developer,"Agile, Project Management",0.4,Rejected
cv1356,"Experienced professional skilled in Communication, Scrum, Python, Deep Learning, Machine Learning, Project Management.","Communication, Scrum, Python, Deep Learning, Machine Learning, Project Management",MBA,15,Job_446,Machine Learning Engineer,"Java, Deep Learning",0.7,Shortlisted
cv1357,"Experienced professional skilled in Machine Learning, React, Python, Scrum, Leadership.","Machine Learning, React, Python, Scrum, Leadership",M.Tech,7,Job_441,Backend Developer,"Scrum, Java, Leadership, Python",0.73,Shortlisted
cv1358,"Experienced professional skilled in Java, Deep Learning, Scrum, SQL.","Java, Deep Learning, Scrum, SQL",M.Sc,15,Job_121,Backend Developer,"Project Management, Scrum",0.7,Shortlisted
cv1359,"Experienced professional skilled in Machine Learning, Leadership, Deep Learning, SQL, C++.","Machine Learning, Leadership, Deep Learning, SQL, C++",B.Tech,15,Job_306,Backend Developer,"SQL, Communication, Agile",0.6,Shortlisted
cv1360,"Experienced professional skilled in Node.js, Scrum, Java, Communication.","Node.js, Scrum, Java, Communication",M.Tech,4,Job_448,Software Engineer,"Python, C++, Scrum, SQL",0.31,Rejected
cv1361,"Experienced professional skilled in SQL, Deep Learning, Java, Python, Scrum.","SQL, Deep Learning, Java, Python, Scrum",M.Tech,5,Job_275,Project Manager,"Deep Learning, Scrum, Communication, SQL",0.65,Shortlisted
cv1362,"Experienced professional skilled in Machine Learning, Deep Learning, Communication.","Machine Learning, Deep Learning, Communication",MBA,8,Job_173,Machine Learning Engineer,"Leadership, Node.js, Project Management, SQL",0.32,Rejected
cv1363,"Experienced professional skilled in Agile, SQL, Deep Learning.","Agile, SQL, Deep Learning",B.Tech,2,Job_147,Data Scientist,"SQL, Python",0.38,Rejected
cv1364,"Experienced professional skilled in C++, Project Management, Java, SQL.","C++, Project Management, Java, SQL",B.Tech,9,Job_174,Project Manager,"Communication, Agile, Project Management, Python, Node.js",0.48,Rejected
cv1365,"Experienced professional skilled in Agile, Scrum, Leadership, Machine Learning, Java.","Agile, Scrum, Leadership, Machine Learning, Java",MBA,7,Job_419,Data Scientist,"SQL, React",0.28,Rejected
cv1366,"Experienced professional skilled in React, Communication, Leadership.","React, Communication, Leadership",MBA,13,Job_260,Software Engineer,"Scrum, Deep Learning, SQL",0.4,Rejected
cv1367,"Experienced professional skilled in React, Leadership, Scrum, Agile, Machine Learning.","React, Leadership, Scrum, Agile, Machine Learning",MBA,10,Job_207,Project Manager,"Project Management, Java",0.4,Rejected
cv1368,"Experienced professional skilled in Leadership, Scrum, C++, Machine Learning, React, Java.","Leadership, Scrum, C++, Machine Learning, React, Java",B.Tech,6,Job_488,Backend Developer,"Machine Learning, Deep Learning, C++",0.64,Shortlisted
cv1369,"Experienced professional skilled in Python, Project Management, SQL.","Python, Project Management, SQL",B.Sc,4,Job_357,Frontend Developer,"SQL, Python, Scrum, Leadership",0.46,Rejected
cv1370,"Experienced professional skilled in SQL, Java, Leadership, Project Management.","SQL, Java, Leadership, Project Management",M.Sc,6,Job_128,Software Engineer,"Scrum, Project Management, SQL, Leadership",0.69,Shortlisted
cv1371,"Experienced professional skilled in Agile, Leadership, React.","Agile, Leadership, React",B.Sc,12,Job_349,Software Engineer,"Machine Learning, SQL, Agile, Scrum",0.55,Shortlisted
cv1372,"Experienced professional skilled in C++, Java, Communication, React, Node.js.","C++, Java, Communication, React, Node.js",M.Tech,1,Job_120,Backend Developer,"Machine Learning, C++, Scrum",0.24,Rejected
cv1373,"Experienced professional skilled in Leadership, Communication, Project Management, Deep Learning, Machine Learning, React.","Leadership, Communication, Project Management, Deep Learning, Machine Learning, React",B.Sc,5,Job_96,Data Scientist,"React, Python",0.5,Shortlisted
cv1374,"Experienced professional skilled in React, C++, Python, Project Management, Machine Learning, Java.","React, C++, Python, Project Management, Machine Learning, Java",M.Tech,4,Job_136,Data Scientist,"Project Management, Deep Learning, Communication, Leadership",0.31,Rejected
cv1375,"Experienced professional skilled in C++, Node.js, Agile, Deep Learning, Communication.","C++, Node.js, Agile, Deep Learning, Communication",B.Tech,3,Job_458,Backend Developer,"Leadership, Deep Learning, Machine Learning",0.32,Rejected
cv1376,"Experienced professional skilled in Machine Learning, Java, React, Python, Scrum.","Machine Learning, Java, React, Python, Scrum",B.Tech,2,Job_55,Backend Developer,"Deep Learning, Scrum",0.38,Rejected
cv1377,"Experienced professional skilled in Leadership, C++, SQL, Scrum.","Leadership, C++, SQL, Scrum",MBA,6,Job_341,Frontend Developer,"Python, React, Machine Learning, Scrum, Communication",0.36,Rejected
cv1378,"Experienced professional skilled in Leadership, Communication, Agile.","Leadership, Communication, Agile",B.Tech,7,Job_96,Frontend Developer,"C++, Leadership",0.58,Shortlisted
cv1379,"Experienced professional skilled in C++, Leadership, Node.js, React, Project Management, Deep Learning.","C++, Leadership, Node.js, React, Project Management, Deep Learning",M.Sc,7,Job_269,Data Scientist,"Project Management, Agile, Deep Learning",0.68,Shortlisted
cv1380,"Experienced professional skilled in Java, Leadership, C++, Deep Learning.","Java, Leadership, C++, Deep Learning",B.Sc,12,Job_81,Machine Learning Engineer,"SQL, Project Management, Leadership",0.6,Shortlisted
cv1381,"Experienced professional skilled in Agile, Project Management, C++, Communication.","Agile, Project Management, C++, Communication",M.Tech,1,Job_239,Data Scientist,"Machine Learning, Deep Learning, Communication, Scrum",0.19,Rejected
cv1382,"Experienced professional skilled in Scrum, Communication, SQL, Java, Agile.","Scrum, Communication, SQL, Java, Agile",M.Tech,12,Job_81,Machine Learning Engineer,"Communication, Agile, SQL",1,Hired
cv1383,"Experienced professional skilled in Leadership, Project Management, Deep Learning.","Leadership, Project Management, Deep Learning",B.Tech,9,Job_178,Project Manager,"Project Management, Scrum, SQL",0.56,Shortlisted
cv1384,"Experienced professional skilled in Deep Learning, Machine Learning, Node.js, Project Management.","Deep Learning, Machine Learning, Node.js, Project Management",B.Tech,9,Job_364,Data Scientist,"Project Management, Leadership, Machine Learning, Agile, Python",0.6,Shortlisted
cv1385,"Experienced professional skilled in Machine Learning, SQL, C++.","Machine Learning, SQL, C++",M.Sc,11,Job_177,Data Scientist,"Machine Learning, Node.js, Java, SQL",0.7,Shortlisted
cv1386,"Experienced professional skilled in Scrum, Project Management, Agile, Leadership.","Scrum, Project Management, Agile, Leadership",B.Tech,9,Job_467,Frontend Developer,"SQL, Node.js, Machine Learning, Communication, Scrum",0.48,Rejected
cv1387,"Experienced professional skilled in SQL, Deep Learning, React, C++, Machine Learning, Python.","SQL, Deep Learning, React, C++, Machine Learning, Python",B.Sc,8,Job_455,Frontend Developer,"React, Python, SQL",0.92,Hired
cv1388,"Experienced professional skilled in Node.js, Scrum, Communication.","Node.js, Scrum, Communication",M.Sc,11,Job_304,Backend Developer,"SQL, React, Scrum, Leadership, Java",0.52,Shortlisted
cv1389,"Experienced professional skilled in C++, Agile, React, Node.js, Deep Learning.","C++, Agile, React, Node.js, Deep Learning",MBA,7,Job_462,Backend Developer,"Node.js, React, Deep Learning, Java",0.73,Shortlisted
cv1390,"Experienced professional skilled in Project Management, Node.js, React, SQL, Agile.","Project Management, Node.js, React, SQL, Agile",B.Sc,15,Job_39,Data Scientist,"Agile, Communication, React",0.8,Hired
cv1391,"Experienced professional skilled in Communication, Deep Learning, Agile, Scrum, Project Management, React.","Communication, Deep Learning, Agile, Scrum, Project Management, React",M.Sc,6,Job_276,Machine Learning Engineer,"Python, Leadership",0.24,Rejected
cv1392,"Experienced professional skilled in Communication, Leadership, Node.js, SQL, Scrum.","Communication, Leadership, Node.js, SQL, Scrum",M.Sc,1,Job_213,Backend Developer,"C++, Java",0.04,Rejected
cv1393,"Experienced professional skilled in C++, Java, Communication, Python.","C++, Java, Communication, Python",B.Tech,13,Job_148,Data Scientist,"SQL, Java, Python",0.8,Hired
cv1394,"Experienced professional skilled in Agile, Scrum, Leadership, Machine Learning, Node.js, C++.","Agile, Scrum, Leadership, Machine Learning, Node.js, C++",M.Tech,12,Job_253,Frontend Developer,"C++, Communication",0.7,Shortlisted
cv1395,"Experienced professional skilled in Project Management, Node.js, Scrum, Deep Learning, C++.","Project Management, Node.js, Scrum, Deep Learning, C++",M.Tech,4,Job_54,Software Engineer,"Communication, Deep Learning",0.46,Rejected
cv1396,"Experienced professional skilled in Machine Learning, Node.js, Scrum.","Machine Learning, Node.js, Scrum",M.Tech,3,Job_45,Backend Developer,"C++, Project Management, Agile, React",0.12,Rejected
cv1397,"Experienced professional skilled in Python, Communication, Leadership, React, Machine Learning.","Python, Communication, Leadership, React, Machine Learning",MBA,3,Job_384,Project Manager,"Scrum, Deep Learning, Python",0.32,Rejected
cv1398,"Experienced professional skilled in Leadership, Java, Communication, SQL, React, Deep Learning.","Leadership, Java, Communication, SQL, React, Deep Learning",M.Sc,8,Job_9,Project Manager,"C++, Node.js, Agile, Machine Learning",0.32,Rejected
cv1399,"Experienced professional skilled in SQL, C++, Leadership, Machine Learning, Java.","SQL, C++, Leadership, Machine Learning, Java",M.Sc,2,Job_25,Machine Learning Engineer,"Project Management, Leadership, SQL",0.48,Rejected
cv1400,"Experienced professional skilled in Machine Learning, Project Management, Java.","Machine Learning, Project Management, Java",M.Tech,12,Job_211,Machine Learning Engineer,"Leadership, Deep Learning, Agile, Machine Learning, Scrum",0.52,Shortlisted
cv1401,"Experienced professional skilled in Agile, Python, React, Scrum.","Agile, Python, React, Scrum",M.Sc,5,Job_397,Machine Learning Engineer,"Leadership, Agile, Project Management",0.4,Rejected
